scholarship_name,max_income,gender,education_level,scholarship_amount,category,min_marks,disability,state
Pragati Scholarship 11398,507319.0,any,pg,0.0,st,54.0,yes,any
ONGC Scholarship 11399,671917.0,any,arts,0.0,minority,63.0,yes,any
Minority Scholarship 11400,822973.0,any,pg,0.0,sc,51.0,yes,any
Sports Scholarship 11401,327882.0,male,pg,0.0,any,86.0,no,any
Merit Scholarship 11402,820621.0,any,science,0.0,minority,89.0,yes,any
UGC Scholarship 11403,498416.0,female,commerce,0.0,sc,83.0,no,any
ONGC Scholarship 11404,263961.0,any,science,0.0,sc,89.0,no,any
Minority Scholarship 11405,654080.0,female,arts,0.0,any,73.0,no,any
Disability Fellowship 11406,568453.0,male,any,0.0,minority,86.0,no,any
Sports Scholarship 11407,888674.0,any,pg,0.0,any,94.0,no,any
Merit Scholarship 11408,597075.0,male,arts,0.0,sc,75.0,yes,any
Ambedkar Scholarship 11409,322283.0,male,science,0.0,sc,60.0,no,any
Pragati Scholarship 11410,178208.0,male,engineering,0.0,minority,83.0,yes,any
UGC Scholarship 11411,632479.0,female,any,0.0,sc,85.0,yes,any
ONGC Scholarship 11412,431028.0,female,science,0.0,obc,57.0,yes,any
UGC Scholarship 11413,825072.0,female,ug,0.0,minority,69.0,yes,any
Sports Scholarship 11414,967675.0,female,pg,0.0,minority,52.0,no,any
Merit Scholarship 11415,534003.0,any,commerce,0.0,st,77.0,no,any
Sports Scholarship 11416,409750.0,male,any,0.0,any,57.0,no,any
Ambedkar Scholarship 11417,542654.0,any,commerce,0.0,st,76.0,no,any
Ambedkar Scholarship 11418,664390.0,female,commerce,0.0,any,76.0,no,any
ONGC Scholarship 11419,371280.0,female,pg,0.0,sc,53.0,no,any
INSPIRE Scholarship 11420,287173.0,any,any,0.0,any,57.0,no,any
Disability Fellowship 11421,916866.0,any,commerce,0.0,any,67.0,no,any
Overseas Scholarship 11422,971920.0,male,science,0.0,minority,77.0,no,any
ONGC Scholarship 11423,298843.0,male,any,0.0,any,83.0,yes,any
Overseas Scholarship 11424,391667.0,male,arts,0.0,any,93.0,no,any
UGC Scholarship 11425,805935.0,male,any,0.0,st,79.0,no,any
Merit Scholarship 11426,777718.0,female,science,0.0,sc,65.0,no,any
UGC Scholarship 11427,545871.0,any,arts,0.0,any,63.0,no,any
ONGC Scholarship 11428,557110.0,male,arts,0.0,any,80.0,yes,any
Ambedkar Scholarship 11429,657785.0,any,engineering,0.0,obc,54.0,yes,any
ONGC Scholarship 11430,987844.0,female,pg,0.0,sc,73.0,no,any
Merit Scholarship 11431,138642.0,male,ug,0.0,obc,69.0,no,any
Pragati Scholarship 11432,557380.0,male,commerce,0.0,any,85.0,yes,any
Disability Fellowship 11433,533223.0,male,ug,0.0,any,60.0,no,any
Disability Fellowship 11434,298411.0,male,engineering,0.0,obc,62.0,no,any
Overseas Scholarship 11435,212509.0,any,commerce,0.0,minority,55.0,yes,any
INSPIRE Scholarship 11436,160921.0,any,pg,0.0,any,50.0,no,any
Overseas Scholarship 11437,259425.0,any,arts,0.0,sc,64.0,yes,any
Disability Fellowship 11438,610825.0,female,commerce,0.0,any,75.0,yes,any
ONGC Scholarship 11439,770788.0,any,any,0.0,st,77.0,yes,any
Merit Scholarship 11440,677427.0,male,ug,0.0,any,50.0,yes,any
Overseas Scholarship 11441,193714.0,male,science,0.0,any,69.0,yes,any
Ambedkar Scholarship 11442,967018.0,female,pg,0.0,minority,73.0,no,any
Overseas Scholarship 11443,751206.0,any,ug,0.0,any,77.0,no,any
Merit Scholarship 11444,862053.0,any,science,0.0,st,52.0,no,any
UGC Scholarship 11445,263172.0,any,any,0.0,sc,73.0,no,any
Ambedkar Scholarship 11446,397057.0,female,commerce,0.0,obc,86.0,no,any
Merit Scholarship 11447,795468.0,female,commerce,0.0,sc,55.0,no,any
ONGC Scholarship 11448,649039.0,male,any,0.0,sc,72.0,no,any
Sports Scholarship 11449,317863.0,female,pg,0.0,obc,72.0,yes,any
UGC Scholarship 11450,885862.0,any,commerce,0.0,st,66.0,no,any
INSPIRE Scholarship 11451,318890.0,male,any,0.0,any,65.0,yes,any
Sports Scholarship 11452,459825.0,female,engineering,0.0,any,65.0,no,any
Merit Scholarship 11453,100027.0,any,pg,0.0,any,78.0,yes,any
Sports Scholarship 11454,243912.0,female,any,0.0,minority,90.0,yes,any
Merit Scholarship 11455,731818.0,any,engineering,0.0,obc,65.0,yes,any
Ambedkar Scholarship 11456,608432.0,any,engineering,0.0,sc,82.0,no,any
UGC Scholarship 11457,252434.0,male,pg,0.0,obc,51.0,no,any
Pragati Scholarship 11458,805820.0,any,ug,0.0,obc,93.0,yes,any
Merit Scholarship 11459,994071.0,male,arts,0.0,any,89.0,yes,any
Overseas Scholarship 11460,928959.0,any,commerce,0.0,any,72.0,no,any
INSPIRE Scholarship 11461,785618.0,any,any,0.0,st,67.0,no,any
Minority Scholarship 11462,990224.0,any,ug,0.0,obc,75.0,no,any
Pragati Scholarship 11463,828157.0,male,pg,0.0,minority,61.0,no,any
Disability Fellowship 11464,269332.0,female,science,0.0,any,83.0,yes,any
Sports Scholarship 11465,552949.0,female,commerce,0.0,st,76.0,yes,any
ONGC Scholarship 11466,409936.0,female,commerce,0.0,st,58.0,yes,any
Minority Scholarship 11467,913874.0,male,ug,0.0,obc,73.0,yes,any
Overseas Scholarship 11468,494406.0,male,pg,0.0,sc,58.0,yes,any
Sports Scholarship 11469,462990.0,female,engineering,0.0,sc,51.0,yes,any
Sports Scholarship 11470,622140.0,any,pg,0.0,any,79.0,no,any
Overseas Scholarship 11471,680714.0,any,pg,0.0,sc,63.0,no,any
Sports Scholarship 11472,736157.0,male,engineering,0.0,sc,60.0,yes,any
UGC Scholarship 11473,889913.0,male,engineering,0.0,any,71.0,no,any
INSPIRE Scholarship 11474,784178.0,male,arts,0.0,st,72.0,yes,any
ONGC Scholarship 11475,863472.0,female,commerce,0.0,obc,81.0,yes,any
UGC Scholarship 11476,304198.0,any,science,0.0,sc,59.0,no,any
Overseas Scholarship 11477,115433.0,any,engineering,0.0,minority,68.0,yes,any
Ambedkar Scholarship 11478,366210.0,any,science,0.0,minority,61.0,no,any
Pragati Scholarship 11479,432933.0,female,ug,0.0,any,64.0,yes,any
ONGC Scholarship 11480,846891.0,male,arts,0.0,minority,60.0,no,any
Ambedkar Scholarship 11481,871482.0,any,pg,0.0,obc,73.0,no,any
Overseas Scholarship 11482,712570.0,male,any,0.0,any,67.0,no,any
Sports Scholarship 11483,549352.0,male,ug,0.0,obc,77.0,no,any
UGC Scholarship 11484,809858.0,female,any,0.0,any,95.0,yes,any
Ambedkar Scholarship 11485,698776.0,male,science,0.0,st,83.0,yes,any
INSPIRE Scholarship 11486,993005.0,any,pg,0.0,st,91.0,no,any
Pragati Scholarship 11487,259756.0,female,commerce,0.0,minority,85.0,yes,any
Sports Scholarship 11488,778477.0,any,ug,0.0,obc,85.0,yes,any
Minority Scholarship 11489,929918.0,male,science,0.0,obc,79.0,yes,any
INSPIRE Scholarship 11490,162748.0,any,pg,0.0,st,64.0,no,any
ONGC Scholarship 11491,300888.0,any,science,0.0,st,52.0,no,any
Overseas Scholarship 11492,384747.0,female,any,0.0,minority,69.0,yes,any
Pragati Scholarship 11493,762181.0,any,engineering,0.0,minority,65.0,no,any
ONGC Scholarship 11494,348496.0,any,arts,0.0,obc,50.0,no,any
Merit Scholarship 11495,713401.0,any,arts,0.0,any,65.0,yes,any
Disability Fellowship 11496,563874.0,female,pg,0.0,st,80.0,yes,any
Overseas Scholarship 11497,280692.0,female,arts,0.0,minority,73.0,yes,any
Pragati Scholarship 11498,305191.0,any,engineering,0.0,sc,82.0,no,any
INSPIRE Scholarship 11499,995149.0,any,ug,0.0,obc,68.0,no,any
Merit Scholarship 11500,347890.0,female,science,0.0,any,65.0,no,any
Overseas Scholarship 11501,919202.0,any,pg,0.0,any,68.0,yes,any
Merit Scholarship 11502,291822.0,male,commerce,0.0,any,94.0,no,any
Overseas Scholarship 11503,977692.0,any,arts,0.0,any,63.0,no,any
Merit Scholarship 11504,618346.0,any,commerce,0.0,st,71.0,no,any
INSPIRE Scholarship 11505,841910.0,female,arts,0.0,any,95.0,no,any
INSPIRE Scholarship 11506,264360.0,any,commerce,0.0,minority,74.0,yes,any
Ambedkar Scholarship 11507,730675.0,male,commerce,0.0,obc,90.0,no,any
Disability Fellowship 11508,784693.0,male,ug,0.0,sc,83.0,no,any
Disability Fellowship 11509,274247.0,any,engineering,0.0,obc,69.0,yes,any
Minority Scholarship 11510,914774.0,any,any,0.0,any,50.0,no,any
Merit Scholarship 11511,436018.0,female,any,0.0,minority,91.0,yes,any
Merit Scholarship 11512,371075.0,female,engineering,0.0,sc,85.0,no,any
Overseas Scholarship 11513,578754.0,female,ug,0.0,minority,72.0,no,any
Ambedkar Scholarship 11514,461461.0,male,commerce,0.0,st,78.0,yes,any
ONGC Scholarship 11515,839101.0,male,arts,0.0,st,69.0,yes,any
Minority Scholarship 11516,698010.0,any,commerce,0.0,minority,71.0,yes,any
Disability Fellowship 11517,171408.0,male,arts,0.0,any,79.0,yes,any
Overseas Scholarship 11518,295662.0,male,science,0.0,minority,69.0,yes,any
Overseas Scholarship 11519,575322.0,any,science,0.0,any,80.0,yes,any
Pragati Scholarship 11520,773399.0,female,any,0.0,obc,52.0,no,any
INSPIRE Scholarship 11521,404125.0,any,ug,0.0,st,68.0,no,any
Ambedkar Scholarship 11522,774530.0,any,commerce,0.0,any,76.0,yes,any
Pragati Scholarship 11523,753045.0,male,arts,0.0,any,51.0,yes,any
Disability Fellowship 11524,273082.0,female,engineering,0.0,any,64.0,yes,any
Sports Scholarship 11525,551861.0,female,commerce,0.0,sc,74.0,no,any
INSPIRE Scholarship 11526,585182.0,male,science,0.0,obc,88.0,no,any
Ambedkar Scholarship 11527,422353.0,female,arts,0.0,any,84.0,yes,any
UGC Scholarship 11528,215966.0,male,arts,0.0,sc,75.0,yes,any
Ambedkar Scholarship 11529,820708.0,any,any,0.0,any,58.0,no,any
Disability Fellowship 11530,675182.0,female,arts,0.0,obc,84.0,no,any
Sports Scholarship 11531,532858.0,female,arts,0.0,st,84.0,no,any
UGC Scholarship 11532,545845.0,male,commerce,0.0,sc,72.0,no,any
Merit Scholarship 11533,360965.0,female,arts,0.0,st,63.0,no,any
Ambedkar Scholarship 11534,587477.0,any,arts,0.0,any,53.0,no,any
Ambedkar Scholarship 11535,441604.0,female,pg,0.0,obc,79.0,no,any
INSPIRE Scholarship 11536,737061.0,male,science,0.0,obc,94.0,yes,any
Minority Scholarship 11537,158049.0,female,arts,0.0,obc,60.0,yes,any
Pragati Scholarship 11538,770655.0,any,engineering,0.0,obc,66.0,yes,any
Sports Scholarship 11539,919786.0,male,commerce,0.0,any,94.0,yes,any
Ambedkar Scholarship 11540,681731.0,male,science,0.0,obc,75.0,yes,any
UGC Scholarship 11541,963323.0,female,any,0.0,any,50.0,yes,any
Merit Scholarship 11542,922357.0,female,any,0.0,sc,51.0,no,any
UGC Scholarship 11543,280291.0,any,engineering,0.0,st,51.0,yes,any
Disability Fellowship 11544,983610.0,male,engineering,0.0,obc,74.0,no,any
INSPIRE Scholarship 11545,358587.0,male,science,0.0,minority,91.0,yes,any
Pragati Scholarship 11546,487909.0,male,arts,0.0,minority,93.0,yes,any
Pragati Scholarship 11547,976040.0,any,science,0.0,any,83.0,yes,any
Pragati Scholarship 11548,504078.0,any,arts,0.0,st,64.0,yes,any
Pragati Scholarship 11549,359916.0,any,ug,0.0,any,58.0,no,any
Overseas Scholarship 11550,573730.0,male,commerce,0.0,any,65.0,no,any
Merit Scholarship 11551,285476.0,any,commerce,0.0,any,94.0,no,any
Minority Scholarship 11552,660446.0,female,commerce,0.0,minority,84.0,yes,any
Sports Scholarship 11553,234521.0,any,science,0.0,any,89.0,no,any
Ambedkar Scholarship 11554,592068.0,male,any,0.0,minority,70.0,yes,any
ONGC Scholarship 11555,155252.0,male,arts,0.0,obc,88.0,no,any
Overseas Scholarship 11556,131905.0,female,engineering,0.0,obc,84.0,yes,any
ONGC Scholarship 11557,952648.0,any,arts,0.0,sc,82.0,yes,any
Pragati Scholarship 11558,460612.0,any,arts,0.0,any,75.0,yes,any
Disability Fellowship 11559,885491.0,female,any,0.0,sc,66.0,yes,any
Merit Scholarship 11560,935562.0,any,science,0.0,any,80.0,no,any
Sports Scholarship 11561,461813.0,female,pg,0.0,st,50.0,no,any
Ambedkar Scholarship 11562,357426.0,any,arts,0.0,st,93.0,no,any
Merit Scholarship 11563,237039.0,male,ug,0.0,sc,70.0,no,any
Merit Scholarship 11564,345752.0,male,engineering,0.0,st,52.0,yes,any
Pragati Scholarship 11565,417496.0,any,pg,0.0,st,93.0,no,any
ONGC Scholarship 11566,300340.0,male,engineering,0.0,obc,74.0,no,any
Sports Scholarship 11567,362632.0,any,arts,0.0,minority,71.0,yes,any
INSPIRE Scholarship 11568,530672.0,any,arts,0.0,minority,61.0,yes,any
Disability Fellowship 11569,733014.0,any,engineering,0.0,minority,70.0,no,any
INSPIRE Scholarship 11570,439042.0,any,any,0.0,minority,50.0,yes,any
Ambedkar Scholarship 11571,175720.0,male,arts,0.0,sc,73.0,no,any
INSPIRE Scholarship 11572,552510.0,female,engineering,0.0,st,57.0,no,any
INSPIRE Scholarship 11573,948748.0,female,engineering,0.0,obc,70.0,no,any
UGC Scholarship 11574,359150.0,female,commerce,0.0,sc,62.0,yes,any
Pragati Scholarship 11575,757084.0,female,any,0.0,any,89.0,no,any
Sports Scholarship 11576,709981.0,any,ug,0.0,obc,74.0,yes,any
INSPIRE Scholarship 11577,325843.0,female,commerce,0.0,obc,65.0,no,any
Merit Scholarship 11578,413023.0,male,any,0.0,st,90.0,yes,any
Merit Scholarship 11579,773543.0,male,engineering,0.0,sc,78.0,no,any
Pragati Scholarship 11580,301387.0,male,commerce,0.0,any,88.0,no,any
INSPIRE Scholarship 11581,185721.0,any,arts,0.0,any,79.0,yes,any
INSPIRE Scholarship 11582,185524.0,any,science,0.0,st,84.0,yes,any
UGC Scholarship 11583,435145.0,male,commerce,0.0,any,70.0,yes,any
ONGC Scholarship 11584,945619.0,any,commerce,0.0,any,64.0,yes,any
Ambedkar Scholarship 11585,332087.0,female,arts,0.0,any,91.0,yes,any
UGC Scholarship 11586,558167.0,male,arts,0.0,st,86.0,no,any
Disability Fellowship 11587,670961.0,male,engineering,0.0,obc,70.0,yes,any
Sports Scholarship 11588,212362.0,female,commerce,0.0,obc,77.0,yes,any
INSPIRE Scholarship 11589,598918.0,female,arts,0.0,any,70.0,yes,any
Sports Scholarship 11590,280872.0,male,ug,0.0,obc,61.0,yes,any
Pragati Scholarship 11591,195016.0,female,pg,0.0,any,69.0,yes,any
Disability Fellowship 11592,714052.0,any,arts,0.0,minority,77.0,no,any
UGC Scholarship 11593,199512.0,male,pg,0.0,st,60.0,no,any
Pragati Scholarship 11594,587966.0,female,ug,0.0,sc,71.0,yes,any
Disability Fellowship 11595,767893.0,female,arts,0.0,any,57.0,yes,any
INSPIRE Scholarship 11596,679585.0,female,pg,0.0,st,62.0,no,any
Overseas Scholarship 11597,892771.0,female,pg,0.0,st,75.0,no,any
Minority Scholarship 11598,832839.0,male,science,0.0,any,68.0,no,any
INSPIRE Scholarship 11599,457073.0,male,commerce,0.0,minority,75.0,no,any
Merit Scholarship 11600,586594.0,male,any,0.0,obc,74.0,yes,any
ONGC Scholarship 11601,357060.0,any,commerce,0.0,any,64.0,yes,any
Ambedkar Scholarship 11602,580418.0,any,ug,0.0,any,77.0,no,any
Ambedkar Scholarship 11603,576013.0,female,pg,0.0,obc,62.0,no,any
Minority Scholarship 11604,944973.0,any,science,0.0,sc,90.0,yes,any
Merit Scholarship 11605,714750.0,any,commerce,0.0,any,62.0,no,any
Pragati Scholarship 11606,207645.0,female,any,0.0,st,70.0,yes,any
Sports Scholarship 11607,591955.0,female,ug,0.0,sc,78.0,no,any
UGC Scholarship 11608,310329.0,male,ug,0.0,st,55.0,yes,any
ONGC Scholarship 11609,908010.0,female,science,0.0,minority,71.0,yes,any
Ambedkar Scholarship 11610,447869.0,any,arts,0.0,any,83.0,no,any
UGC Scholarship 11611,687151.0,male,pg,0.0,minority,50.0,no,any
Minority Scholarship 11612,559348.0,any,engineering,0.0,obc,89.0,yes,any
Disability Fellowship 11613,628515.0,any,science,0.0,any,52.0,no,any
Pragati Scholarship 11614,466804.0,male,commerce,0.0,st,86.0,no,any
Pragati Scholarship 11615,984190.0,female,ug,0.0,sc,83.0,no,any
Ambedkar Scholarship 11616,714420.0,any,science,0.0,any,69.0,yes,any
ONGC Scholarship 11617,109627.0,female,ug,0.0,sc,54.0,yes,any
ONGC Scholarship 11618,474817.0,female,engineering,0.0,any,59.0,no,any
Pragati Scholarship 11619,369732.0,male,ug,0.0,any,92.0,yes,any
Disability Fellowship 11620,883014.0,male,science,0.0,any,70.0,yes,any
Ambedkar Scholarship 11621,482850.0,female,ug,0.0,obc,87.0,no,any
Minority Scholarship 11622,564256.0,any,science,0.0,sc,71.0,yes,any
Overseas Scholarship 11623,835945.0,female,engineering,0.0,sc,56.0,no,any
Ambedkar Scholarship 11624,890561.0,male,any,0.0,obc,53.0,yes,any
INSPIRE Scholarship 11625,116193.0,female,pg,0.0,any,70.0,yes,any
Ambedkar Scholarship 11626,269648.0,female,ug,0.0,sc,90.0,yes,any
Pragati Scholarship 11627,195368.0,any,commerce,0.0,sc,81.0,no,any
UGC Scholarship 11628,674553.0,male,arts,0.0,minority,76.0,yes,any
UGC Scholarship 11629,110229.0,any,commerce,0.0,any,62.0,no,any
Sports Scholarship 11630,120111.0,male,arts,0.0,obc,81.0,no,any
Ambedkar Scholarship 11631,566169.0,female,arts,0.0,any,61.0,no,any
Disability Fellowship 11632,712390.0,any,science,0.0,st,81.0,no,any
Ambedkar Scholarship 11633,725708.0,female,arts,0.0,minority,75.0,yes,any
Minority Scholarship 11634,819072.0,any,engineering,0.0,obc,62.0,yes,any
Disability Fellowship 11635,840266.0,male,commerce,0.0,any,80.0,yes,any
Overseas Scholarship 11636,411239.0,female,ug,0.0,st,67.0,yes,any
Sports Scholarship 11637,497274.0,any,commerce,0.0,any,59.0,no,any
Pragati Scholarship 11638,551757.0,any,arts,0.0,any,64.0,no,any
Sports Scholarship 11639,550371.0,any,commerce,0.0,sc,89.0,yes,any
Disability Fellowship 11640,219954.0,male,engineering,0.0,st,83.0,no,any
Minority Scholarship 11641,848399.0,female,arts,0.0,any,91.0,no,any
Pragati Scholarship 11642,957886.0,any,science,0.0,minority,62.0,no,any
ONGC Scholarship 11643,332810.0,female,engineering,0.0,sc,93.0,yes,any
INSPIRE Scholarship 11644,350456.0,any,engineering,0.0,st,76.0,yes,any
Overseas Scholarship 11645,839318.0,any,engineering,0.0,st,72.0,no,any
ONGC Scholarship 11646,444527.0,any,commerce,0.0,any,95.0,yes,any
Minority Scholarship 11647,795112.0,female,commerce,0.0,st,53.0,no,any
Minority Scholarship 11648,321379.0,female,ug,0.0,minority,79.0,no,any
UGC Scholarship 11649,215047.0,female,science,0.0,any,83.0,yes,any
Overseas Scholarship 11650,897560.0,male,commerce,0.0,obc,86.0,no,any
INSPIRE Scholarship 11651,161387.0,any,pg,0.0,obc,53.0,yes,any
Minority Scholarship 11652,782289.0,any,engineering,0.0,sc,51.0,no,any
ONGC Scholarship 11653,446984.0,any,any,0.0,sc,64.0,no,any
Minority Scholarship 11654,944693.0,male,ug,0.0,sc,74.0,no,any
Pragati Scholarship 11655,395318.0,any,arts,0.0,minority,57.0,yes,any
Disability Fellowship 11656,737746.0,any,engineering,0.0,obc,89.0,no,any
Pragati Scholarship 11657,672708.0,female,pg,0.0,sc,71.0,no,any
Disability Fellowship 11658,466491.0,male,any,0.0,any,84.0,no,any
Pragati Scholarship 11659,961676.0,any,science,0.0,minority,53.0,no,any
ONGC Scholarship 11660,432410.0,female,any,0.0,any,72.0,no,any
UGC Scholarship 11661,591597.0,male,ug,0.0,any,63.0,no,any
Ambedkar Scholarship 11662,809257.0,any,engineering,0.0,any,61.0,yes,any
Overseas Scholarship 11663,124672.0,female,arts,0.0,obc,53.0,yes,any
INSPIRE Scholarship 11664,817986.0,female,arts,0.0,any,87.0,yes,any
ONGC Scholarship 11665,362711.0,any,arts,0.0,obc,51.0,no,any
Overseas Scholarship 11666,551700.0,any,commerce,0.0,any,68.0,no,any
Minority Scholarship 11667,622053.0,any,any,0.0,obc,92.0,no,any
Sports Scholarship 11668,982300.0,female,pg,0.0,obc,58.0,no,any
INSPIRE Scholarship 11669,906202.0,male,science,0.0,any,77.0,yes,any
UGC Scholarship 11670,257519.0,any,pg,0.0,minority,52.0,yes,any
Disability Fellowship 11671,110258.0,any,any,0.0,any,79.0,no,any
Pragati Scholarship 11672,947709.0,any,engineering,0.0,any,75.0,no,any
Minority Scholarship 11673,896711.0,female,commerce,0.0,any,93.0,no,any
Merit Scholarship 11674,456071.0,female,ug,0.0,any,68.0,yes,any
Merit Scholarship 11675,204746.0,any,any,0.0,obc,82.0,yes,any
Disability Fellowship 11676,341509.0,female,science,0.0,obc,72.0,no,any
Ambedkar Scholarship 11677,262471.0,any,science,0.0,sc,90.0,no,any
Minority Scholarship 11678,232940.0,female,science,0.0,st,85.0,yes,any
Pragati Scholarship 11679,388464.0,female,any,0.0,any,79.0,yes,any
INSPIRE Scholarship 11680,340307.0,female,arts,0.0,obc,65.0,no,any
INSPIRE Scholarship 11681,463470.0,any,ug,0.0,any,84.0,no,any
ONGC Scholarship 11682,435500.0,any,engineering,0.0,minority,61.0,yes,any
Ambedkar Scholarship 11683,940280.0,female,pg,0.0,any,53.0,yes,any
Disability Fellowship 11684,390674.0,male,commerce,0.0,any,94.0,yes,any
Minority Scholarship 11685,834722.0,male,arts,0.0,st,87.0,yes,any
Sports Scholarship 11686,245181.0,female,science,0.0,obc,74.0,yes,any
Pragati Scholarship 11687,761328.0,male,ug,0.0,obc,53.0,yes,any
Merit Scholarship 11688,963704.0,any,commerce,0.0,any,85.0,yes,any
Sports Scholarship 11689,354880.0,female,engineering,0.0,sc,88.0,yes,any
INSPIRE Scholarship 11690,637094.0,female,engineering,0.0,any,57.0,no,any
Sports Scholarship 11691,861861.0,male,engineering,0.0,any,67.0,yes,any
Pragati Scholarship 11692,231776.0,male,ug,0.0,any,93.0,no,any
INSPIRE Scholarship 11693,765834.0,male,ug,0.0,any,78.0,yes,any
Minority Scholarship 11694,664263.0,any,pg,0.0,minority,55.0,no,any
Ambedkar Scholarship 11695,481860.0,male,science,0.0,st,56.0,yes,any
Ambedkar Scholarship 11696,124195.0,male,ug,0.0,st,65.0,no,any
Merit Scholarship 11697,759621.0,male,arts,0.0,any,84.0,no,any
UGC Scholarship 11698,954336.0,female,pg,0.0,st,50.0,yes,any
Ambedkar Scholarship 11699,692881.0,male,ug,0.0,st,76.0,no,any
INSPIRE Scholarship 11700,251326.0,male,arts,0.0,sc,87.0,yes,any
INSPIRE Scholarship 11701,840188.0,female,ug,0.0,obc,84.0,no,any
Disability Fellowship 11702,145656.0,any,ug,0.0,any,90.0,yes,any
Merit Scholarship 11703,973115.0,any,commerce,0.0,sc,82.0,no,any
Sports Scholarship 11704,363762.0,female,ug,0.0,any,72.0,yes,any
Sports Scholarship 11705,156938.0,male,any,0.0,any,76.0,no,any
Disability Fellowship 11706,711835.0,any,engineering,0.0,minority,78.0,yes,any
Pragati Scholarship 11707,174949.0,any,pg,0.0,any,93.0,no,any
INSPIRE Scholarship 11708,797727.0,female,science,0.0,obc,79.0,yes,any
Sports Scholarship 11709,639372.0,any,any,0.0,obc,54.0,no,any
Disability Fellowship 11710,962978.0,any,any,0.0,obc,75.0,no,any
ONGC Scholarship 11711,611360.0,male,any,0.0,any,95.0,yes,any
Merit Scholarship 11712,174681.0,male,any,0.0,obc,95.0,yes,any
Pragati Scholarship 11713,646882.0,any,pg,0.0,st,64.0,yes,any
ONGC Scholarship 11714,724886.0,any,any,0.0,sc,81.0,yes,any
Sports Scholarship 11715,405907.0,any,arts,0.0,any,93.0,yes,any
Ambedkar Scholarship 11716,260061.0,male,any,0.0,any,67.0,no,any
ONGC Scholarship 11717,639682.0,male,engineering,0.0,any,60.0,no,any
Merit Scholarship 11718,894623.0,any,ug,0.0,sc,71.0,yes,any
Pragati Scholarship 11719,551568.0,male,arts,0.0,minority,79.0,yes,any
ONGC Scholarship 11720,638888.0,any,any,0.0,any,55.0,no,any
UGC Scholarship 11721,593692.0,any,arts,0.0,st,66.0,no,any
Minority Scholarship 11722,628386.0,male,science,0.0,any,63.0,no,any
INSPIRE Scholarship 11723,533165.0,male,pg,0.0,any,55.0,no,any
INSPIRE Scholarship 11724,953394.0,male,pg,0.0,sc,57.0,yes,any
ONGC Scholarship 11725,658754.0,female,science,0.0,st,87.0,no,any
Minority Scholarship 11726,856676.0,male,science,0.0,any,57.0,yes,any
Minority Scholarship 11727,910084.0,male,pg,0.0,obc,76.0,yes,any
Overseas Scholarship 11728,203533.0,female,commerce,0.0,obc,55.0,yes,any
ONGC Scholarship 11729,511770.0,any,pg,0.0,obc,82.0,no,any
ONGC Scholarship 11730,224351.0,female,arts,0.0,obc,75.0,yes,any
Sports Scholarship 11731,630734.0,female,ug,0.0,sc,84.0,yes,any
ONGC Scholarship 11732,294977.0,female,pg,0.0,any,95.0,no,any
Overseas Scholarship 11733,419933.0,female,any,0.0,st,53.0,yes,any
Minority Scholarship 11734,607089.0,female,commerce,0.0,sc,60.0,no,any
ONGC Scholarship 11735,213069.0,any,any,0.0,sc,65.0,no,any
Sports Scholarship 11736,550560.0,any,science,0.0,st,91.0,yes,any
Minority Scholarship 11737,643538.0,male,any,0.0,any,93.0,no,any
Minority Scholarship 11738,255570.0,female,pg,0.0,obc,75.0,yes,any
Sports Scholarship 11739,172518.0,female,ug,0.0,minority,75.0,yes,any
Sports Scholarship 11740,155671.0,any,ug,0.0,sc,73.0,yes,any
UGC Scholarship 11741,969819.0,female,pg,0.0,any,79.0,yes,any
Pragati Scholarship 11742,103931.0,female,any,0.0,minority,71.0,yes,any
Pragati Scholarship 11743,638668.0,any,science,0.0,obc,70.0,yes,any
INSPIRE Scholarship 11744,182163.0,male,pg,0.0,st,50.0,yes,any
UGC Scholarship 11745,684624.0,any,engineering,0.0,minority,91.0,no,any
Sports Scholarship 11746,330507.0,any,commerce,0.0,st,80.0,no,any
Merit Scholarship 11747,312082.0,male,engineering,0.0,minority,59.0,yes,any
Disability Fellowship 11748,394625.0,male,pg,0.0,st,88.0,yes,any
Merit Scholarship 11749,910919.0,female,ug,0.0,st,87.0,yes,any
UGC Scholarship 11750,461270.0,any,science,0.0,any,85.0,no,any
UGC Scholarship 11751,424571.0,female,commerce,0.0,any,51.0,no,any
UGC Scholarship 11752,424443.0,female,any,0.0,any,76.0,no,any
Ambedkar Scholarship 11753,902023.0,any,engineering,0.0,obc,79.0,no,any
ONGC Scholarship 11754,387697.0,female,arts,0.0,any,95.0,no,any
Disability Fellowship 11755,951722.0,any,science,0.0,minority,88.0,yes,any
Sports Scholarship 11756,426498.0,any,arts,0.0,any,87.0,yes,any
Minority Scholarship 11757,436257.0,male,science,0.0,minority,64.0,no,any
Pragati Scholarship 11758,782407.0,any,arts,0.0,obc,54.0,yes,any
Disability Fellowship 11759,651729.0,male,commerce,0.0,any,57.0,no,any
Sports Scholarship 11760,344394.0,female,ug,0.0,sc,95.0,yes,any
Pragati Scholarship 11761,682577.0,female,arts,0.0,any,94.0,no,any
Sports Scholarship 11762,642950.0,male,science,0.0,any,84.0,no,any
Sports Scholarship 11763,230996.0,male,any,0.0,st,64.0,yes,any
Merit Scholarship 11764,654192.0,male,ug,0.0,any,51.0,yes,any
Pragati Scholarship 11765,878725.0,female,engineering,0.0,sc,74.0,no,any
